SampleID,Site,source,Date,Year,Time,State,StreamName,Lat,Long,PrimaryCrewMembers,HabitatType,Habitat,GearType,HUC8,Topeka_Shiner,Substrate,BankStability,Depth_m,DepthCategory,Velocity_ms,VelocityCategory,WaterTemp_C,DrainTile,DOPercent,DO_mgL,Nitrate_mgL,Ammonium_mgL,Turbidity_NTU,Chloride_mgL,Conductivity_Scm,pH,SiteNotes
16MNRKRKRT28,HU1A,FWS,5/18/2016,2016,1100,MN,Rock River Tributary,43.782,-96.141,"Utrup, McClure",stream,stream,,Rock,0,,Stable,0.34,,1.06,,10.42,,123.2,11.5,39.2,0.06,2.1,49.4,731,8.1,
18MNRKRKRT44,HU2,FWS,2018,2018,,MN,Rock River Tributary,43.765,-96.087,"KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,gravel,stable,,0.475 - 0.914,,,25.3,no,111.8,,9.29,,105.6,,576,,
17MNRKRKRT34,HU2,FWS,6/1/2017,2017,1445,MN,Rock River Tributary,43.765,-96.086,Emerson,oxbow,oxbow,,,0,,Light to Moderate Degradation,,Deep,,Still,23.63,,127.4,9,30.67,0.06,19.5,106.3,700.2,8.53,
16MNRKRKRT34,HU3,FWS,5/18/2016,2016,1300,MN,Rock River Tributary,43.764,-96.091,"Emerson, McClure",oxbow,oxbow,,Rock,0,,Stable,0.46,,0.01,,13.8,,205.8,17.76,31.5,0.17,7,27.74,669.4,7.87,
17MNRKRKRT31,HU3,FWS,6/1/2017,2017,1500,MN,Rock River Tributary,43.764,-96.091,Emerson,oxbow,oxbow,,,0,,Light to Moderate Degradation,,Mid-depth,,Slow,16.42,,207.3,16.95,67.8,0.05,23.5,100.2,730.2,8.13,
18MNRKRKRT43,HU3,FWS,2018,2018,,MN,Rock River Tributary,43.764,-96.091,"KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,,,17.5,yes,180,,16.55,,120.1,,714,,
19MNRKRKRT07,HU3,FWS,2019,2019,,MN,Rock River Tributary,43.764,-96.091,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,0,gravel,moderate,,0.475 - 0.914,,,17.5,yes,106.6,,10.6,,4.5,,734,,
17MNRKRKRT32,HU3A,FWS,6/1/2017,2017,1515,MN,Rock River Tributary,43.761,-96.09,Emerson,stream,stream,,,1,,Light to Moderate Degradation,,Mid-depth,,Slow,17.58,,185.2,14.77,58.88,0.05,5.5,98.18,725,8.77,
19MNRKRKRT08,HU4,FWS,2019,2019,,MN,Rock River Tributary,43.762,-96.09,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,2,cobble,moderate,,0.475 - 0.914,,,13.7,yes,85.5,,10.42,,-0.2,,740,,
17MNRKRKRT33,HU4,FWS,6/1/2017,2017,1510,MN,Rock River Tributary,43.763,-96.09,Emerson,oxbow,oxbow,,,0,,Stable,,Shallow,,Slow,10.41,,135.5,12.66,66.11,0.06,4.5,92.91,753.2,7.89,
18MNRKRKRT42,HU4,FWS,2018,2018,,MN,Rock River Tributary,43.763,-96.09,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,mud,stable,,?0.457,,,12.3,yes,105.6,,15.7,,120.6,,745,,
16MNRKRKRT33,HU4A,FWS,5/18/2016,2016,1100,MN,Rock River Tributary,43.762,-96.09,"Emerson, Ralston, McClure, Riens, Hernandez",stream,stream,,Rock,2,,Stable,0.7,,0.65,,11.04,,130,11.97,37.32,0.08,4.8,52.34,733,8,
18MNBSPPST88,HUFP1A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.138,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPST87,HUFP1A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.138,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPST89,HUFP1A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.139,-96.252,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,sand,stable,,?0.457,,,15.9,no,80.5,,6.55,,114,,770,,
18MNBSPPST84,HUFP234A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.136,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPST85,HUFP234A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.136,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,16.7,yes,95.5,,6.3,,116.7,,760,,
18MNBSPPST86,HUFP234A,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.136,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,yes,,,,,,,,,
18MNBSPPST83,HUFP234A ,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.136,-96.254,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPST82,HUFPB,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.132,-96.185,"HeidiKeuler,KimEmerson,CoryBraastad,Others",Pond,Pond,SN,,0,mud,stable,,?0.457,,,17.3,no,52.5,,2.55,,110.2,,808,," 44.133466,-96.18966"
18MNBSPPST106,HUFPB,FWS,2018,2018,,MN,Pipestone Creek Tributary,44.134,-96.19,"ScottRalston,KimEmerson,NickUtrup,CoryBraastad",Pond,Pond,SN,,0,mud,stable,,0.475 - 0.914,,,22,no,176.4,,4.08,,115.8,,314,,
19MNBSFDUT26,JJ1A,FWS,2019,2019,,MN,Flandreau Creek Tributary,44.115,-96.403,"ScottRalston,KimEmerson,Others",stream,stream,SN,,0,cobble,moderate,,0.475 - 0.914,,,25.4,yes,83.6,,1.8,,78.4,,764,,
19MNBSFDUT27,JJ1A,FWS,2019,2019,,MN,Flandreau Creek Tributary,44.115,-96.403,"ScottRalston,KimEmerson,Others",stream,stream,SN,,0,vegetation,moderate,,?0.457,,,,no,,,,,,,,,
19MNBSFDUT28,JJ1A,FWS,2019,2019,,MN,Flandreau Creek Tributary,44.115,-96.402,"KimEmerson,ScottRalston,Others",stream,stream,SN,,0,mud,moderate,,?0.457,,,25.3,no,49.5,,0.36,,3.3,,721,,
19MNRKLRKR11,JO1,FWS,2019,2019,,MN,Little Rock River,43.587,-95.755,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,1,gravel,moderate,,0.475 - 0.914,,,22.9,no,213.7,,46.1,,11.1,,682,,
18MNRKLRKR28,JO12A,FWS,2018,2018,,MN,Little Rock River,43.586,-95.754,"ScottRalston,KimEmerson,CoryBraastad",stream,stream,SN,,0,mud,stable,,0.475 - 0.914,,,15,no,87.4,,23.97,,100.6,,740,,
18MNRKLRKR27,JO12A,FWS,2018,2018,,MN,Little Rock River,43.587,-95.754,"ScottRalston,KimEmerson,CoryBraastad",stream,stream,SN,,0,sand,stable,,?0.457,,,,no,,,,,,,,,
18MNRKLRKR29,JO2,FWS,2018,2018,,MN,Little Rock River,43.584,-95.754,"ScottRalston,KimEmerson,CoryBraastad",oxbow,oxbow,SN,,0,vegetation,stable,,?0.457,,,,no,,,,,,,,,
19MNRKLRKR10,JO2,FWS,2019,2019,,MN,Little Rock River,43.585,-95.754,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,5,mud,moderate,,0.475 - 0.914,,,18.4,no,69.8,,0.29,,2.5,,548,,
19MNRKLRKR09,JO3,FWS,2019,2019,,MN,Little Rock River,43.584,-95.753,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,10,gravel,activecutbank,,> 0.914,,,21.1,yes,134.2,,5.78,,3.3,,790,,
18MNRKLRKR30,JO3A,FWS,2018,2018,,MN,Little Rock River,43.583,-95.754,"ScottRalston,KimEmerson,CoryBraastad",stream,stream,SN,,0,mud,activecutbank,,0.475 - 0.914,,,,no,,,,,,,,,US of arch culvert
18MNRKLRKR31,JO3A,FWS,2018,2018,,MN,Little Rock River,43.583,-95.754,"ScottRalston,KimEmerson,CoryBraastad",stream,stream,SN,,0,sand,moderate,,0.475 - 0.914,,,,no,,,,,,,,,DS of arch culvert
18MNRKLRKR32,JO3A,FWS,2018,2018,,MN,Little Rock River,43.583,-95.754,"ScottRalston,KimEmerson,CoryBraastad",stream,stream,SN,,0,mud,stable,,0.475 - 0.914,,,,no,,,,,,,,,DS of arch culvert
17MNRKRKRT59,KA1,FWS,5/24/2017,2017,945,MN,Rock River Tributary,43.933,-96.186,"Emerson, Utrup",oxbow,oxbow,,,21,,Stable,,Deep,,Still,12.25,,131.7,11.81,39.44,0.08,36.2,95.02,708.3,8.8,
16MNRKRKRT37,KA1A,FWS,5/19/2016,2016,925,MN,Rock River Tributary,43.929,-96.185,"Ralston, Utrup, McClure, Hernandez, ISU",stream,stream,,Rock,46,,Stable,0.37,,0.25,,11.6,,109,9.92,28.68,0.05,7.5,35.75,777.4,7.96,
17MNRKRKRT58,KA2,FWS,5/24/2017,2017,905,MN,Rock River Tributary,43.929,-96.185,"Emerson, Utrup",oxbow,oxbow,,,22,,Stable,,Deep,,Still,12.36,,163.1,14.5,11.67,0.2,6.4,100.4,807,8.83,
16MNRKRKRT39,KA2A,FWS,5/19/2016,2016,925,MN,Rock River Tributary,43.929,-96.185,"Emerson, Riens, Mauldin, ISU",stream,stream,,Rock,78,,Stable,1.04,,0.03,,13.47,,96.6,8.41,35.51,0.08,21.1,40.97,819.7,7.95,
17MNRKKNZ75,KANCREEK,FWS,6/13/2017,2017,1600,MN ,Kanaranzi Creek,43.768,-95.872,"Emerson, Utrup, Appel, ISU",stream,stream,,,0,,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,
17MNRKKNZT74,KANCRTR,FWS,6/13/2017,2017,1525,MN ,Kanaranzi Creek Tributary,43.725,-95.872,"Emerson, Utrup, Appel, ISU",stream,stream,,,0,,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,
15MNRKKNZ05,KE1A,FWS,6/4/2015,2015,1235,MN,Kanaranzi Creek,43.641,-95.916,"Emerson, Utrup, Mauldin, Kenney",stream,stream,SN,,0,,Light to Moderate Degredation,0.07,,0.235,,20.47,,123.6,10.73,50.06,0.02,25.3,11125,797.8,6.88,Incised River Channel
16MNRKKNZ61,KE1A,FWS,6/14/2016,2016,845,MN,Kanaranzi Creek,43.652,-95.931,"Emerson, Ralston, Loechner, Passaro",stream,stream,,Rock,0,,Light to Moderate Degredation,0.55,,0.49,,19.05,,100.3,7.76,31.17,0.35,24.1,49.11,841,8.08,
16MNRKKNZ88,KELLEN16,FWS,6/28/2016,2016,1150,MN,Kanaranzi Creek,43.655,-95.894,"Emerson, McClure, Keuler",stream,stream,,Rock,0,,Light to Moderate Degredation,0.58,,0.53,,19.4,,119.2,9.15,23.3,0.32,35,58.85,847.4,8.06,
17MNRKCPPD19,KR1,FWS,6/1/2017,2017,1525,MN,Champepedan Creek,43.763,-96.048,"Emerson, Utrup",oxbow,oxbow,,,3,,Light to Moderate Degradation,,Deep,,Still,22.26,,140.4,10.18,2.73,0.1,31.5,78.47,777.1,8.6,
16MNRKCPPD105,KR123A,FWS,7/27/2016,2016,1155,MN,Champepedan Creek,43.761,-96.05,"McClure, Emerson",stream,stream,,Rock,1,,Heavily Degraded,0.37,,0.61,,23.35,,122.9,8.69,6.1,2.95,9.5,32.14,818.6,8.04,
17MNRKCPPD20,KR123A,FWS,6/1/2017,2017,1540,MN,Champepedan Creek,43.763,-96.049,Emerson,stream,stream,,,0,,Heavily Degraded,,Mid-depth,,Slow,19.36,,131.6,10.09,35.22,0.08,43.1,82.69,799.4,8.7,
17MNRKCPPD17,KR2,FWS,6/1/2017,2017,1545,MN,Champepedan Creek,43.763,-96.05,Emerson,oxbow,oxbow,,,0,,Light to Moderate Degradation,,Deep,,Still,24.28,,38.6,2.68,19.03,0.19,86.3,76.13,681.7,8.41,
18MNRKCPPD46,KR2,FWS,2018,2018,,MN,Champepedan Creek,43.763,-96.05,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,mud,activecutbank,,> 0.914,,,22.9,no,111.9,,10.44,,110,,601,,
17MNRKCPPD18,KR3,FWS,6/1/2017,2017,1536,MN,Champepedan Creek,43.762,-96.049,Emerson,oxbow,oxbow,,,6,,Light to Moderate Degradation,,Deep,,Still,24.43,,143.5,9.9,1.96,0.13,11.8,61.49,740.6,8.67,
18MNRKLRKR20,LJ1,FWS,2018,2018,,MN,Little Rock River,43.58,-95.756,"ScottRalston,KimEmerson,CoryBraastad",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,,,24.6,no,161.3,,14.42,,107,,798,,
19MNRKLRKR02,LJ1,FWS,2019,2019,,MN,Little Rock River,43.582,-95.754,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,,,23.1,no,240.7,,3.91,,11.2,,703,,
19MNRKLRKR06,LJ1,FWS,2019,2019,,MN,Little Rock River,43.582,-95.754,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,2,mud,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
17MNRKLRKR69,LJ1234A,FWS,6/12/2017,2017,1420,MN,Little Rock River,43.583,-95.754,"Emerson, Utrup",stream,stream,,,1,,Light to Moderate Degradation,,Mid-depth,,Slow,18.37,,93,7.27,25.56,0.11,52.5,115.5,744.6,8.42,
18MNRKLRKR21,LJ2,FWS,2018,2018,,MN,Little Rock River,43.581,-95.756,"ScottRalston,KimEmerson,JacobHernandez,JohnReines,CoryBraastad",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,,,21.1,no,144.5,,8.27,,106,,776,,
19MNRKLRKR01,LJ2,FWS,2019,2019,,MN,Little Rock River,43.581,-95.756,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,0,mud,activecutbank,,0.475 - 0.914,,,24,no,314.5,,0.73,,6.8,,559,,
19MNRKLRKR18,LJ2,FWS,2019,2019,,MN,Little Rock River,43.581,-95.756,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,0,mud,activecutbank,,0.475 - 0.914,,,,no,,,,,,,,,
18MNRKLRKR23,LJ3,FWS,2018,2018,,MN,Little Rock River,43.58,-95.757,"ScottRalston,JacobHernandez,KimEmerson,JohnReines,CoryBraastad",oxbow,oxbow,SN,,2,mud,moderate,,0.475 - 0.914,,,22.8,no,138.7,,13.1,,116,,725,,
18MNRKLRKR22,LJ4,FWS,2018,2018,,MN,Little Rock River,43.58,-95.758,"ScottRalston,KimEmerson,JacobHernandez,JohnReines,CoryBraastad",oxbow,oxbow,SN,,21,mud,moderate,,> 0.914,,,20.6,no,105.4,,14.2,,108,,657,,
18MNBSPPS80,LPRW1A,FWS,2018,2018,,MN,Pipestone Creek,44.085,-96.287,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPST81,LPRW1A,FWS,2018,2018,,MN,Pipestone Creek,44.085,-96.287,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,12.2,no,94.9,,11.55,,110,,766,,
18MNBSPPS75,LPRW1A ,FWS,2018,2018,,MN,Pipestone Creek,44.084,-96.285,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,1,sand,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS76,LPRW1A ,FWS,2018,2018,,MN,Pipestone Creek,44.084,-96.285,"HeidiKeuler,CoryBraastad,KimEmerson,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,14.1,no,92.1,,18.25,,116,,779,,
18MNBSPPS77,LPRW1A ,FWS,2018,2018,,MN,Pipestone Creek,44.085,-96.287,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPS78,LPRW1A ,FWS,2018,2018,,MN,Pipestone Creek,44.085,-96.287,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS79,LPRW1A ,FWS,2018,2018,,MN,Pipestone Creek,44.085,-96.287,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS70,LPRW2A,FWS,2018,2018,,MN,Pipestone Creek,44.084,-96.296,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,0,vegetation,stable,,?0.457,,,21.3,no,177.9,,2.22,,118.9,,521,,
18MNBSPPS72,LPRW2A,FWS,2018,2018,,MN,Pipestone Creek,44.086,-96.293,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPS73,LPRW2A,FWS,2018,2018,,MN,Pipestone Creek,44.086,-96.293,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS74,LPRW2A,FWS,2018,2018,,MN,Pipestone Creek,44.086,-96.293,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,19.1,no,98.3,,13.2,,108,,766,,
18MNBSPPS71,LPRW2A ,FWS,2018,2018,,MN,Pipestone Creek,44.086,-96.292,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,,no,,,,,,,,,
18MNBSPPS68,LPRW3A,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.307,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS69,LPRW3A,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.307,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,?0.457,,,19.9,no,104.9,,15.29,,115.9,,779,,
18MNBSPPS66,LPRW3A ,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.307,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS67,LPRW3A ,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.307,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,gravel,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS64,LPRW3A ,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.306,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,mud,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
18MNBSPPS65,LPRW3A ,FWS,2018,2018,,MN,Pipestone Creek,44.082,-96.306,"HeidiKeuler,KimEmerson,CoryBraastad,Others",stream,stream,SN,,0,sand,moderate,,0.475 - 0.914,,,,no,,,,,,,,,
17MNRKKNZ44,LU1,FWS,5/22/2017,2017,1510,MN,Kanaranzi Creek,43.623,-95.994,"Emerson, Utrup",oxbow,oxbow,,,21,,Light to Moderate Degradation,,Deep,,Still,13.06,,137.5,12.09,28.4,0.1,4.1,254,707.8,8.09,
16MNRKKNZ63,LU1A,FWS,6/14/2016,2016,1030,MN,Kanaranzi Creek,43.623,-95.994,"Emerson, Ralston, Loechner, Passaro",stream,stream,,Rock,0,,Heavily Degraded,0.61,,0.5,,21.06,,108.2,8.04,26.25,0.43,54.2,71.34,856.4,8.15,
19MNRKRKRT16,LV1,FWS,2019,2019,,MN,Rock River Tributary,43.656,-96.201,"KimEmerson,NickUtrup",oxbow,oxbow,SN,,0,mud,moderate,,0.475 - 0.914,,,29.2,no,165.5,,0.29,,3.9,,386.7,,
16MNRKRKRT25,LV1A,FWS,5/18/2016,2016,845,MN,Rock River Tributary,43.656,-96.198,"Utrup, McClure",stream,stream,,Rock,3,,Stable,0.37,,0.12,,11.2,,103.7,9.67,10.5,0.18,11.6,136,929.3,8.11,
18MNRKKNZ55,MA1,FWS,2018,2018,,MN,Kanaranzi Creek,43.644,-95.96,"HeidiKeuler,KimEmerson,CoryBraastad,Others",oxbow,oxbow,SN,,7,mud,moderate,,> 0.914,,,21.3,no,60.1,,4.73,,90.2,,670,,
15MNRKKNZ01,MA1,FWS,6/3/2015,2015,1500,MN,Kanaranzi Creek,43.645,-95.96,"Emerson, Utrup, Mauldin, Kenney",oxbow,oxbow,SN,,28,,Stable,0,,0,,21.14,,84.1,7.28,38.91,0.04,.,3940,560.6,6.67,Turbidity not taken due to human disturbance
16MNRKKNZ66,MA1,FWS,6/15/2016,2016,1100,MN,Kanaranzi Creek,43.645,-95.96,"Emerson, Ralston, Loechner, Passaro",oxbow,oxbow,,Rock,22,,Stable,1.52,,0.01,,19.89,,43.1,3.26,7.44,0.42,76,20.88,594.7,7.33,
15MNRKKNZ02,MA1A,FWS,6/3/2015,2015,1100,MN,Kanaranzi Creek,43.644,-95.96,"Emerson, Utrup, Mauldin, Kenney ",stream,stream,SN,,0,,Heavily Degraded,0.14,,0.45,,17.81,,94.1,9.24,31.21,0.05,47.6,4626,765.3,6.72,Small beaver dam just upstream of future oxbow entrance
16MNRKKNZ87,MA1A,FWS,6/28/2016,2016,1020,MN,Kanaranzi Creek,43.644,-95.96,"Emerson, McClure, Keuler",stream,stream,,Rock,0,,Heavily Degraded,0.7,,0.57,,19.74,,116.3,8.85,21.09,0.47,34.1,58.73,853.2,8.02,
17MNRKKNZ42,MA2,FWS,5/22/2017,2017,1245,MN,Kanaranzi Creek,43.639,-95.958,"Emerson, Utrup",oxbow,oxbow,,,17,,Stable,,Deep,,Still,13.44,,201.2,17.48,41.78,2.25,41.2,31.06,1116,8.89,
16MNRKKNZ67,MA2,FWS,6/15/2016,2016,1200,MN,Kanaranzi Creek,43.639,-95.958,"Emerson, Ralston, Loechner, Passaro",oxbow,oxbow,,Rock,0,,Stable,1.83,,0,,24.05,,303.2,21.26,9.68,1.1,58.2,73.02,1079,8.43,
15MNRKKNZ06,MA2,FWS,6/4/2015,2015,910,MN,Kanaranzi Creek,43.656,-96.074,"Emerson, Utrup, Mauldin, Kenney",oxbow,oxbow,SN,,0,,Stable,0,,0,,18.11,,35,3.17,34.31,0.51,127.7,12681,1557,6.11,"Standing water, no inlet/outlet"
15MNRKKNZ03,MA2A,FWS,6/3/2015,2015,1645,MN,Kanaranzi Creek,43.639,-95.959,"Emerson, Utrup, Mauldin, Kenney",stream,stream,SN,,0,,Light to Moderate Degredation,0.16,,0.52,,22.04,,106.3,8.97,50.84,0.02,39.3,922,724.4,6.87,Incised River Channel
16MNRKKNZ86,MA2A,FWS,6/28/2016,2016,950,MN,Kanaranzi Creek,43.639,-95.959,"Emerson, McClure, Keuler",stream,stream,,Rock,0,,Light to Moderate Degredation,0.64,,0.56,,19.15,,111.5,8.59,22.3,0.41,44,50.71,853.6,8.13,
16MNRKELKT23,MD1A,FWS,5/18/2016,2016,1200,MN,Elk Creek Tributary,43.688,-95.986,"Utrup, ISU",stream,stream,,Rock,0,,Stable,0.73,,0.18,,15.02,,127.4,10.73,42.68,0.07,11.8,51.31,898.1,7.74,
16MNRKELKT24,MD2A,FWS,5/18/2016,2016,1315,MN,Elk Creek Tributary,43.687,-95.991,"Emerson, Utrup",stream,stream,,Rock,0,,Stable,1.83,,0,,22.18,,211.2,15.46,0.48,1.05,80,59.24,516.8,8.88,
18MNBSWLWT20,MO1,FWS,2018,2018,,MN,Willow Creek Tributary,44.131,-96.447,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,0,mud,stable,,0.475 - 0.914,,,26.5,no,87.2,,0.25,,16,,545,,
17MNBSWLW52,MO1,FWS,5/23/2017,2017,1215,MN,Willow Creek Tributary,44.132,-96.447,"Emerson, Utrup",oxbow,oxbow,,,0,,Light to Moderate Degradation,,Deep,,Still,10.58,,96.1,8.97,24.86,0.06,36.6,109.6,660.4,8.36,
18MNBSWLWT107,MO1,FWS,2018,2018,,MN,Willow Creek Tributary,44.132,-96.447,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",oxbow,oxbow,SN,,0,mud,stable,,> 0.914,,,20.7,no,72,,9.15,,39,,327.6,,
16MNBSWLWT46,MO1A,FWS,5/19/2016,2016,1445,MN,Willow Creek Tributary,44.131,-96.447,"McClure, Riens",stream,stream,,Big Sioux,0,,Stable,0.7,,0.04,,14.8,,120.8,10.21,10.1,0.06,3.5,37.64,766.8,8.02,
17MNBSWLW51,MO1A(123A),FWS,5/23/2017,2017,1220,MN,Willow Creek Tributary,44.129,-96.445,"Emerson, Utrup",stream,stream,,,0,,Stable,,Deep,,Slow,10.43,,109.8,10.26,24.53,0.06,20.1,108.6,682.8,8.49,
17MNBSWLW50,MO2,FWS,5/23/2017,2017,1125,MN,Willow Creek Tributary,44.13,-96.445,"Emerson, Utrup",oxbow,oxbow,,,0,,Stable,,Deep,,Still,10.35,,94.4,8.85,19.83,0.07,63.7,97.6,629.5,8.43,
18MNBSWLWT19,MO2,FWS,2018,2018,,MN,Willow Creek Tributary,44.13,-96.445,"KimEmerson,NickUtrup,Others",oxbow,oxbow,SN,,5,gravel,stable,,0.475 - 0.914,,,25.7,no,109.3,,0.21,,106.6,,356.8,,
18MNBSWLWT110,MO2,FWS,2018,2018,,MN,Willow Creek Tributary,44.131,-96.445,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",oxbow,oxbow,SN,,0,mud,moderate,,> 0.914,,,19.3,no,65,,11.24,,79.9,,327.6,,
16MNBSWLWT46b,MO2A,FWS,5/19/2016,2016,1445,MN,Willow Creek Tributary,44.131,-96.445,"McClure, Riens",stream,stream,,Big Sioux,0,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,No water quality taken
17MNBSWLW49,MO3,FWS,5/23/2017,2017,1120,MN,Willow Creek Tributary,44.13,-96.445,"Emerson, Utrup",oxbow,oxbow,,,0,,Stable,,Deep,,Still,10.62,,102.3,9.51,17.79,0.07,28.2,93.01,641.9,8.51,
18MNBSWLWT109,MO3,FWS,2018,2018,,MN,Willow Creek Tributary,44.13,-96.445,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",oxbow,oxbow,SN,,1,mud,moderate,,> 0.914,,,18.9,no,54.9,,11.7,,37.6,,315.8,,
18MNBSWLWT108,MO4,FWS,2018,2018,,MN,Willow Creek Tributary,44.129,-96.441,"ScottRalston,KimEmerson,NickUtrup,LouiseMauldin,CoryBraastad",oxbow,oxbow,SN,,1,mud,stable,,> 0.914,,,20.1,no,60,,11.75,,58.9,,319.3,,
17MNBSWLW48,MO4,FWS,5/23/2017,2017,1040,MN,Willow Creek Tributary,44.13,-96.441,"Emerson, Utrup",oxbow,oxbow,,,0,,Light to Moderate Degradation,,Mid-depth,,Still,10.91,,97.4,9,8.01,0.05,31.2,77.51,584.5,8.31,
17MNBSWLW46,MO4A,FWS,5/23/2017,2017,1040,MN,Willow Creek Tributary,44.13,-96.441,"Emerson, Utrup",stream,stream,,,0,,Stable,,Mid-depth,,Slow,9.82,,97.8,9.27,18,0.07,32.6,94.44,649.7,8.39,
